,tid,userId,fid,typeId,domainId,topicId,nickName,subject,content,dateline,ip,stateInfo,traceInfo,processInfo,hasReported,favNum,forumName,typeName,domainName,sourceName,answerId,answerContent,answerDateline,answerOrganization,userType,threadState,publicAttachment,userFavStatus,grade,gradeLevel,gradeManner,gradeSpeed,trashRecheckState,attachment,threadsCheckTime,from,shisiwu,date
5,12643700,5592118,2508,1,2.0,133,W***,返乡政策,本人现在上海浦东新区，因上海市静安区一家奶茶店被划为中风险等级，导致...,1642226415,220.196.193.*,已办理,已办理,线下交办,0,0,郸城县委书记,咨询,政务,微信小程序,,,,,0,1,0.0,,,,,,0,1,1642312227, 江苏省 徐州市,False,2022-01-15
6,12643412,5591678,957,2,14.0,0,龙***,上海高顿教育科技有限公司诱导网贷购买课程,尊敬的书记您好！   本人于2021年8月份，在销售员的一步一步诱导下订购了高顿教育的13800元的CPA课程，高顿教育夸大宣传，诱导本人网贷。本人才18岁，没有收入没有社会经验。想请求高顿教育退款。...,1642224206,117.183.74.*,已办理,已办理,未交办,0,0,虹口区委书记郭芳,投诉,教育,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1642396686, 北京市,False,2022-01-15
7,12643362,3926698,2790,6,7.0,0,找***,银河小区物业降低暖气温度，私自加收费用,1.银河小区和华瑞小区签订供暖合同的公司均为上海碧晨供暖公司，华瑞小区往年的暖气费用为26元/㎡，银河小区却收取业主28元/㎡的暖气费...,1642223870,106.44.63.*,已办理,已办理,线下交办,0,0,宕昌县委书记,求助,城建,微信小程序,,,,,0,1,0.0,,,,,,0,1,1642313242, 湖南省 长沙市,False,2022-01-15
8,12643333,3816867,1368,1,2.0,129,文***,询问离市的问题,但一直在上海上班。之前是计划从上海去新疆开会。12月19号回西安家里...,1642223614,117.136.87.*,已办理,已办理,未交办,0,0,西安市市长李明远,咨询,政务,客户端,,,,,0,1,0.0,,,,,,0,1,1642334399, 北京市,False,2022-01-15
9,12642939,4964814,555,6,7.0,0,1***,无视国家政府规定，恶意拖欠农民工工资,于2021年9月份，在上海市嘉定区华庭镇联一村工地浙江千祥，浙江千祥名下上海</la...,1642220971,124.160.220.*,已办理,已办理,未交办,0,0,上海市委书记李强,求助,城建,客户端,,,,,0,1,0.0,,,,,,0,1,1642336912, 浙江省 嘉兴市,False,2022-01-15
0,12642152,5057794,2427,1,7.0,0,霖***,红旗区西大街亮化工程拖欠农民工工资,2019年我们承包了上海京藤建设的西大街亮化提升工程的项目劳务安装，至今他们以甲方尚未支付工程款为由至今为止没有支付劳务安装费用，眼看...,1642215989,223.88.31.*,已办理,已一次评价,线下交办,0,1,红旗区委书记,咨询,城建,客户端,,,,,0,1,0.0,,1.0,1.0,1.0,1.0,0,1,1642312148, 河南省 郑州市,False,2022-01-15
1,12641800,5591023,556,6,14.0,0,W***,培训学校卷钱跑路,尊敬的领导你好:我是高艺技能培训学校的学员，2019年7月报名西式面点师初级、中级、高级三门课程，想着在上海学习有补助，这是给我们这些...,1642213911,220.196.194.*,已办理,已办理,未交办,0,0,上海市市长龚正,求助,教育,微信小程序,,,,,0,1,0.0,,,,,,0,1,1642325717, 江苏省 徐州市,False,2022-01-15
2,12641780,5589838,559,2,12.0,0,m***,防疫问题求助,本人于1月4日从天津河西区出差至桐乡崇福，1月10日下午被崇福防疫通知要求隔离3天，本人积极配合隔离3天后于1月14日又被通知要继续隔离合计21天，但是根据国家防疫信息系统，本人<label styl...,1642213766,123.158.255.*,待回复,待回复,未交办,0,1,浙江省委书记袁家军,投诉,医疗,客户端,,,,,0,1,0.0,,,,,,0,1,1642255222, 浙江省 嘉兴市,False,2022-01-15
3,12640617,5169155,2447,1,12.0,133,D***,领导，想咨询下上海返濮政策,上海返濮。行程码带*，但所在区是低风险，行程码，健康码为绿码。核酸检测阴性。返濮的话是什么政策。谢谢。,1642205415,61.158.152.*,已办理,已办理,未交办,0,0,华龙区委书记,咨询,医疗,客户端,,,,,0,1,,,,,,,0,0,1642295409, 河南省 郑州市,False,2022-01-15
4,12640511,5115425,1396,1,12.0,0,A***,核酸检测报告,原定2022年1月21号就要回甘肃老家，本打算20号在上海地方二甲医院做核酸检测，带着核酸检测报告回家，毕竟对自己对家人有份保障，我想...,1642204511,221.239.137.*,已办理,已办理,线上交办,0,0,天水市市长王国先,咨询,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1642335929, 上海市,False,2022-01-14
5,12639721,5590400,1367,1,12.0,129,a***,上海低风险区回西安政策,孩子在上海上大学，非静安，浦东，奉贤，宝山区，当地无亲朋好友，学校会关闭宿舍。13日晚上行程码突然带星，经询问同学和本地居民，据说是因...,1642183173,1.83.30.*,已办理,已办理,未交办,0,2,西安市委书记方红卫,咨询,医疗,手机浏览器,,,,,0,1,,,,,,,0,0,1642229187, 陕西省 西安市,False,2022-01-14
6,12637742,5589486,2103,1,5.0,0,乌***,返乡政策询问,所以，冒昧通过平台向您咨询：上海静安区以外的低风险地区返乡是否要居家隔离14天？望回复！谢谢,1642165802,61.152.201.*,已办理,已办理,未交办,0,0,仙游县委书记,咨询,旅游,客户端,,,,,0,1,,,,,,,0,0,1642336026, 上海市,False,2022-01-14
7,12636935,5589118,543,2,11.0,0,北***,雄安新区雄东上海宝冶安置房项目部拖欠工资,我们4人在上海宝冶安置房一工区干活 总包单位：金隅北装 分包单位：中富阳光劳务公司 10月9号  进场开始做   说的是15天一接  ...,1642161402,223.104.103.*,办理中,待回复,线上交办,0,1,河北省委书记王东峰,投诉,就业,客户端,,,,,0,1,0.0,,,,,,0,1,1642390244, 北京市,False,2022-01-14
8,12635214,5588342,556,2,14.0,0,我***,教育机构一直拖延退费不处理,本人在  上海高顿教育培训有限公司，地址上海市虹口区中山北一路121...,1642150547,49.94.50.*,已办理,已办理,未交办,0,0,上海市市长龚正,投诉,教育,客户端,,,,,0,1,0.0,,,,,,0,1,1642380722, 江苏省 南京市,False,2022-01-14
9,12635091,1827878,1379,2,2.0,129,强***,从上海低风险地区返回汉中,上海浦东、宝山、奉贤均为低风险地区，且上海到汉中的航班只能在浦东机场...,1642149797,36.100.218.*,已办理,已办理,未交办,0,0,汉中市委书记钟洪江,投诉,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1642222546, 浙江省 杭州市,False,2022-01-14
0,12635026,1539729,561,5,13.0,0,大***,春节烟花爆竹燃放建议,堵不如疏比如长沙2022年1月1日起规定在除夕和初一燃放烟花爆竹时间为早6点至次日凌晨一点，上海2022年春节也开设烟花爆竹销售点，在...,1642149514,120.243.86.*,已办理,已办理,未交办,0,1,安徽省委书记郑栅洁,建言,环保,PC浏览器,,,,,0,1,,,,,,,0,0,1642384273, 北京市,False,2022-01-14
1,12634609,5588025,581,5,6.0,0,1***,关于增加便民站点,同为直辖市的上海就曾在已建好的轨道线上新增了站点，得到市民的极力赞扬，感谢。,1642147444,183.226.69.*,已办理,已办理,线上交办,0,0,重庆市委书记陈敏尔,建言,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1642246683, 北京市,False,2022-01-14
2,12633952,5587557,968,2,7.0,0,遇***,投诉大团镇动迁安置房物业（著阳物业）乱收费,2、拿房时118个平方要求缴纳2500元垃圾清运费是否合理：按照上海市规定，首次装修55平方内收取400元，118平方内超过55平方的...,1642144150,203.156.218.*,已办理,已办理,未交办,0,0,浦东新区区长杭迎伟,投诉,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1642246109, 上海市,False,2022-01-14
3,12633569,5587374,2383,2,7.0,0,W***,上海花园无电车充电桩,请求领导帮忙，上海花园至今无充电桩，我们没有办法充电，充电只能扯电线，物业不负责任，说的问题不及时解决,1642142154,223.104.108.*,已办理,已办理,未交办,0,0,兰考县委书记李明俊,投诉,城建,微信小程序,,,,,0,1,,,,,,,0,0,1642247756, 山西省,False,2022-01-14
4,12633402,5587288,556,2,14.0,0,拉***,培训机构拖延退费不处理 ,2020年7月31日，在上海某教育培训有限公司支付了29800元，报名了CFA&amp;FRM双证课程，自己只学习了其中的一小部分，现...,1642141335,107.116.79.*,已办理,已办理,未交办,0,0,上海市市长龚正,投诉,教育,客户端,,,,,0,1,0.0,,,,,,0,1,1642243842,热心网友,False,2022-01-14
5,12632857,5573398,585,5,11.0,0,符***,公司对工伤不理赔,书记您好，本人于2021年11月16日在铜仁市碧江区开发区上海二十冶公司上班，在工作时间摔倒，导致右腿关节受伤即送往医院救治，因而需要...,1642137981,39.144.42.*,已办理,已办理,未交办,0,0,贵州省委书记谌贻琴,建言,就业,手机浏览器,,,,,0,1,,,,,,,0,0,1642314176, 北京市,False,2022-01-14
6,12631922,1876195,1049,2,1.0,0,胡***,居民用电1.1元每度,这个价格要超过大上海了吧，合法吗。,1642133210,58.243.254.*,已办理,已办理,未交办,0,0,阜阳市委书记孙正东,投诉,治安,手机浏览器,,,,,0,1,,,,,,,0,0,1642389230, 安徽省 合肥市,False,2022-01-14
7,12631913,5586387,4672,1,6.0,133,Z***,上海浦东新区务工人员可以回家过年吗,现在永城也和上海浦东新区都是低风险地区可以回永城吗？,1642133167,223.89.219.*,已办理,已办理,线下交办,0,0,永城市市长高大立,咨询,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1642148470, 河南省 许昌市,False,2022-01-14
8,12631747,5585869,973,6,14.0,0,惟***,未婚先育一票否决应该咋办,我和我老公都是在上海工作生活的外地人，大学毕业几年就在上海青浦区工作...,1642132382,180.165.230.*,已办理,已办理,未交办,0,1,青浦区委书记徐建,求助,教育,手机浏览器,,,,,0,1,,,,,,,0,0,1642389230, 上海市,False,2022-01-14
9,12631128,5585880,556,2,14.0,0,1***,培训机构拒绝退费不处理,本人在：上海高顿教育培训有限公司，地址：上海市虹口区中山北一路121...,1642129403,111.31.5.*,已办理,已办理,未交办,0,0,上海市市长龚正,投诉,教育,客户端,,,,,0,1,0.0,,,,,,0,1,1642380722, 天津市,False,2022-01-14
0,12630889,5585678,1368,6,2.0,129,周***,滞留西安人员离市求助,父亲在上海腿部静脉曲张血管爆裂，临时处理，接下来需要手术治疗。家中独子，归乡心切。在相关规定允许的情况下，按防疫指挥部的要求，希望切实...,1642128313,113.140.3.*,已办理,已办理,未交办,0,0,西安市市长李明远,求助,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1642222546, 陕西省 西安市,False,2022-01-14
1,12630557,5585225,2853,2,11.0,0,5***,70都个民工工资拖欠4月之久至今无果,我们70个来至湖南邵阳绥宁县的农民工，于2021年3月份开始，在广东佛山顺德大良致慧路力合阳光城，C地块及B地块做地板，总包合同是上海...,1642126868,183.46.86.*,已办理,已办理,线下交办,0,0,顺德区委书记,投诉,就业,客户端,,,,,0,1,0.0,,,,,,0,1,1642390067, 广东省 汕头市,False,2022-01-14
2,12630404,5585484,555,6,12.0,0,无***,未打新冠疫苗第三针但被登记,因为第三针未打但是被登记上了，去了宝山的临时点，医护人员通知说不能打，需要自行取消；我打了北京卫健委电话，上海卫健委电话，健康云电话，...,1642126177,140.206.152.*,已办理,已办理,未交办,0,1,上海市委书记李强,求助,医疗,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1642242466, 上海市,False,2022-01-14
3,12630349,5585489,555,6,11.0,0,Q***,请协助添加积分通知书上同住人信息，紧急，万分,上海是一个很人性化的城市，上次补办居住证写一个情况说明也当场拿到卡了，现在材料已经齐全，忘领导可以体恤民情，烦请各位领导协助处理，及时...,1642125929,183.195.24.*,已办理,已办理,未交办,0,0,上海市委书记李强,求助,就业,手机浏览器,,,,,0,1,,,,,,,0,0,1642384045, 上海市,False,2022-01-14
4,12630133,5585388,963,2,12.0,0,古***,酒店自费隔离，费用问题,在天津上学，家在上海，1月7号从天津回上海，当天没有任何新闻说有疫情...,1642124701,222.67.2.*,已办理,已办理,未交办,0,0,闵行区委书记陈宇剑,投诉,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1642383929, 上海市,False,2022-01-14
5,12630115,2756095,4464,1,2.0,0,甘***,上海奉贤回天水需要集中隔离吗,我是一名在上海奉贤打工的秦州人，马上要过年放假回家了，可是就在昨天上海</label...,1642124569,58.32.191.*,已办理,已办理,未交办,0,0,秦州区委书记,咨询,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1642241908, 上海市,False,2022-01-14
6,12629643,5359219,575,2,13.0,0,C***,端州七路上海城FEEL CLUB酒吧噪音扰民,因为在端州七路上海城原售楼部开了间FEEL CLUB的酒吧，椐说是有5间房的KTV.从12月13号起每天晚上10点到凌晨6点，音量很大...,1642121948,61.146.213.*,已办理,已一次评价,未交办,0,1,广东省委书记李希,投诉,环保,PC浏览器,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1642254598, 广东省 肇庆市,False,2022-01-14
7,12629605,4619555,593,2,1.0,0,被***,疫情期间的管控,我是一个在上海上大学的甘肃人，由于疫情防控政策准备不回家，众所周知上海</label...,1642121723,223.167.175.*,已办理,已办理,未交办,0,2,甘肃省委书记尹弘,投诉,治安,手机浏览器,,,,,0,1,,,,,,,0,0,1642383929, 上海市,False,2022-01-14
8,12629556,4802423,998,1,12.0,0,W***,关于疫情防控的问题,服务对象是阜宁居民，17号乘坐高铁去上海看病，上海站在静安区，医院在...,1642121418,223.104.158.*,已办理,已一次评价,未交办,0,0,盐城市市长周斌,咨询,医疗,微信小程序,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1642335929, 北京市,False,2022-01-14
9,12629464,4811578,998,1,12.0,0,W***,关于隔离问题,现在从上海浦东新区返回盐城，是否需要隔离。,1642120766,39.144.151.*,已办理,已一次评价,未交办,0,0,盐城市市长周斌,咨询,医疗,微信小程序,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1642335938, 北京市,False,2022-01-14
0,12627906,5496753,2853,6,11.0,0,纯***,工资,今年我们一帮农民工在广东省佛山市顺德区大良致慧路力合阳光城地产公司，兢兢业业，任劳任怨一做就是一整年，然而我们的承包方上海爱骐家一直都...,1642088440,120.226.136.*,已办理,已一次评价,线下交办,0,0,顺德区委书记,求助,就业,客户端,,,,,0,1,0.0,,5.0,5.0,5.0,5.0,0,1,1642239397, 河南省,False,2022-01-13
1,12627611,4833832,543,6,7.0,0,9***,家居城没有什么任何规划和相关证件就出租,我按约交纳了部分租金便开始对租赁物进行改造并招商加盟了上海月星家居！2019年10月三河市泃阳镇政府就下发了违法建筑通知单！并责令我清...,1642086375,106.9.126.*,办理中,待回复,线上交办,0,0,河北省委书记王东峰,求助,城建,微信小程序,,,,,0,1,,,,,,,0,0,1642336522, 河北省,False,2022-01-13
2,12627264,2380918,556,5,2.0,0,陆***,疫情防控建议,上海作为中国直辖市，市域很大，因为疫情而建立的随身码，行程码对疫情控制有很大的帮助，但是今天<label style='color:r...,1642084139,223.104.211.*,已办理,已办理,未交办,0,0,上海市市长龚正,建言,政务,微信小程序,,,,,0,1,0.0,,,,,,0,1,1642314176, 北京市,False,2022-01-13
3,12626114,5457479,555,1,7.0,0,s***,潍坊路,请问位于上海浦东新区的潍坊路是不是与山东潍坊有关联？,1642078464,144.123.160.*,已办理,已一次评价,未交办,0,0,上海市委书记李强,咨询,城建,客户端,,,,,0,1,,,4.1,5.0,5.0,2.0,0,0,1642238099, 山东省 济南市,False,2022-01-13
4,12625926,2490315,1138,1,12.0,0,开***,春节返回开封需要报备吗？,"尊敬的市委领导，
       想咨询下，从上海市奉贤区返回开封市六大街燕澜府小区需要提前报备吗？如果需要报备，报备给谁？可有联系方式...",1642077461,183.193.180.*,已办理,已办理,未交办,0,0,开封市市长李湘豫,咨询,医疗,客户端,,,,,0,1,,,,,,,0,0,1642235557, 上海市,False,2022-01-13
5,12625800,5445490,549,5,7.0,0,未***,大连成立统一物业管理服务公司统一收费以及热线,统一服务热线电话，学习上海物业管理模式；2：变散乱差，收费第一，服务不行的物业行业统一监管起来，政府统一收费，有服务有保养维修，便于消...,1642076745,119.109.21.*,已办理,已一次评价,线下交办,0,0,辽宁省委书记张国清,建言,城建,手机浏览器,,,,,0,1,,,1.9,1.0,3.0,2.0,0,0,1642235557, 辽宁省 大连市,False,2022-01-13
6,12625243,4195409,577,5,12.0,0,L***,望罕见病多发性硬化用药政策得到相关改善,在上海、天津等市芬戈莫德和西尼莫德已纳入国家谈判药品门诊用药保障机制，配套“双通道”管理，即多发性硬化患者在定点医院、定点药店均可购买...,1642073562,121.31.246.*,已办理,已办理,线下交办,0,0,广西壮族自治区党委书记刘宁,建言,医疗,PC浏览器,,,,,0,1,,,,,,,0,0,1642296471, 广西壮族自治区 防城港市,False,2022-01-13
7,12622452,5581940,2282,6,14.0,0,1***,档案丢失，补办高中学籍,目前工作于上海，因小孩要在上海上学，依据<label style='...,1642057491,112.65.48.*,已办理,已一次评价,未交办,0,0,谢家集区委书记,求助,教育,客户端,,,,,0,1,,,4.2,3.0,5.0,5.0,0,0,1642231313, 上海市,False,2022-01-13
8,12620795,2579538,555,2,14.0,0,铁***,申请了3个多月的培训费用还不退款,我于2020年3月14日在上海尚孔教育培训有限公司嘉定分部为孩子购买了180课时补习费用，因之前合同还未使用完，这份合同就一直未启用，...,1642048547,117.144.24.*,已办理,已办理,未交办,0,1,上海市委书记李强,投诉,教育,客户端,,,,,0,1,0.0,,,,,,0,1,1642229105, 上海市,False,2022-01-13
9,12620703,5580688,1367,1,6.0,0,y***,关于上海学生返回西安的咨询,孩子在上海上学，昨日咨询上海返回西安政策，回复需集中隔离，我的问题是...,1642048066,1.86.16.*,已办理,已一次评价,未交办,0,0,西安市委书记方红卫,咨询,交通,手机浏览器,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1642056501, 陕西省 西安市,False,2022-01-13
0,12618970,5580260,923,6,6.0,0,希***,上海回来需要隔离吗？,我儿子明天从上海浦东新区周浦镇飞机到佳木斯再到鹤岗，需要隔离吗？期盼解答,1642040089,223.104.114.*,已办理,已办理,线上交办,0,1,鹤岗市委书记李洪国,求助,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1642226216, 北京市,False,2022-01-13
1,12618842,5580207,555,5,1.0,0,锦***,防疫工作的一点想法,虹桥机场只查健康码，没人查行程码，没人查核酸，建议上海同步查询。,1642039485,220.196.194.*,已办理,已一次评价,未交办,0,0,上海市委书记李强,建言,治安,手机浏览器,,,,,0,1,,,3.6667,3.0,4.0,4.0,0,0,1642056501, 江苏省 徐州市,False,2022-01-13
2,12618781,5580087,1954,6,6.0,0,小***,低风险地区自驾回家,您好，本人在外地工作（上海市青浦区）本人所在区域为低风险区域，需要返回阎良（于1月20日左右返回）。,1642039178,211.136.166.*,已办理,已办理,未交办,0,0,阎良区委书记,求助,交通,PC浏览器,,,,,0,1,,,,,,,0,0,1642061002, 上海市,False,2022-01-13
3,12618275,5578346,4188,1,2.0,0,w***,驾驶证容缺办被锁定,而我人一直在上海，加上疫情挺严重暂时也一时无法回到宁波，想咨询一下有没有异地提交身体条件证明办理解锁业务？是不是一定要回到宁波才能办理...,1642036537,114.88.240.*,已办理,已一次评价,未交办,0,0,鄞州区委书记,咨询,政务,客户端,,,,,0,1,0.0,,5.0,5.0,5.0,5.0,0,1,1642067857, 上海市,False,2022-01-13
4,12614810,5578528,558,2,2.0,0,c***,江苏何时能延长产假,去年11月25号上海市率先将产假延长从30天增加到60天，使得产假加生育假共有158天。,1641992735,149.217.72.*,办理中,待回复,线下交办,0,1,江苏省省长许昆林,投诉,政务,PC浏览器,,,,,0,1,,,,,,,0,0,1642120333,热心网友,False,2022-01-12
5,12614677,5578434,1377,1,12.0,129,个***,返乡政策,本来上海全部地区均为低风险，但是这里要把上海全域列为中高风险地区，似...,1641992072,117.184.170.*,已办理,已一次评价,线下交办,0,0,延安市委书记赵刚,咨询,医疗,PC浏览器,,,,,0,1,,,4.2,3.0,5.0,5.0,0,0,1642029769, 上海市,False,2022-01-12
6,12613324,2401120,597,2,7.0,0,n***,关于宁夏住宅物业公司乱收费的投诉,我是金凤区上海西路银税花园住户，宁夏住宅物业公司是我们小区的物业。多年来，宁夏住宅物业公司向我们银税花园，幸福枫景小区业主收入楼道公共...,1641984981,106.45.174.*,已办理,已一次评价,未交办,0,1,宁夏回族自治区党委书记梁言顺,投诉,城建,微信小程序,,,,,0,1,0.0,,1.0,1.0,1.0,1.0,0,1,1642214180, 湖南省 长沙市,False,2022-01-12
7,12611577,5576871,981,6,9.0,0,L***,开具未享受拆迁安置待遇证明,在南京落户，现因老家拆迁，需要在户口本上所有显示的落户地开局未享受拆迁安置待遇，但是在曾经落户的建邺区集庆门大街、鼓楼区上海路、玄武区...,1641976011,218.94.159.*,已办理,已办理,未交办,0,0,南京市委书记韩立明,求助,三农,PC浏览器,,,,,0,1,,,,,,,0,0,1642062930, 江苏省 南京市,False,2022-01-12
8,12611075,5576367,1236,2,13.0,0,苹***,端州七路上海城FEEL CLUB酒吧噪音扰民,因为在端州七路上海城原售楼部开了间FEEL CLUB的酒吧，椐说是有5间房的KTV.从12月13号起每天晚上10点到凌晨6点，音量很大...,1641973536,113.85.155.*,已办理,已办理,未交办,0,0,肇庆市市长许晓雄,投诉,环保,PC浏览器,,,,,0,1,,,,,,,0,0,1642035337, 广东省 肇庆市,False,2022-01-12
9,12610689,5576323,556,2,12.0,0,莫***,健康码数据处理,本人于1月5日在上海古美社区集中隔离点解除隔离，拿到解除隔离报告后回到山东枣庄，因健康码数据显示为高风险，导致健康为红色。烦请领导处理...,1641971979,223.98.99.*,已办理,已办理,未交办,0,1,上海市市长龚正,投诉,医疗,手机浏览器,,,,,0,1,0.0,,,,,,0,1,1642035337, 北京市,False,2022-01-12
0,12609147,5575383,965,2,7.0,0,L***,在小区内未经业主同意开设经营快递代收点,上海市嘉定区红石路699弄宝菊新家园小区进大门右侧10米开设了一个韵达快递超市，主要经营快递代收分发业务，疑包裹乱堆放存在消防安全隐患...,1641963865,221.181.85.*,已办理,已办理,未交办,0,0,嘉定区委书记陆方舟,投诉,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1642213090, 上海市,False,2022-01-12
1,12608414,5558854,4732,2,11.0,0,1***,拖欠工资,我们4人从2020年9月到2021年10月底，在上海宝冶雄东区项目工区12地块工作。共欠工资195610元，公司是<label sty...,1641959740,223.104.103.*,已办理,已办理,未交办,0,0,雄安新区党工委书记张国华,投诉,就业,客户端,,,,,0,1,0.0,,,,,,0,1,1642142763, 北京市,False,2022-01-12
2,12608361,5575125,556,2,14.0,0,Z***,培训机构拖延退费不处理,2020.4.28在上海高顿教育科技有限公司，地址：上海市虹口区中山...,1641959493,111.57.72.*,已办理,已办理,未交办,0,0,上海市市长龚正,投诉,教育,客户端,,,,,0,1,0.0,,,,,,0,1,1642142763, 内蒙古自治区,False,2022-01-12
3,12608116,5574893,4732,2,11.0,0,黄***,我要讨工资,本人2021年2月份到8月份在上海宝冶雄东片区二工区12地块从事泥工工作，分包公司上...,1641958274,218.26.54.*,已办理,已办理,未交办,0,1,雄安新区党工委书记张国华,投诉,就业,客户端,,,,,0,1,0.0,,,,,,0,1,1642054291, 山西省 晋城市,False,2022-01-12
4,12608069,5574995,1029,1,6.0,0,安***,沪武高速无为到岳西段何时开通？,最早期宣传2019年开通，后改为2021年年底开通，现预估2022年年底开通，希望加快道路建设，早日通车，方便苏州、昆山、上海方向车辆...,1641958024,58.246.230.*,待回复,待回复,未交办,0,0,合肥市委书记虞爱华,咨询,交通,手机浏览器,,,,,0,1,,,,,,,0,0,1642034983, 上海市,False,2022-01-12
5,12607979,5495926,587,6,1.0,0,j***,请求版纳反诈中心解封号码,尊敬的王书记你好，我是上海的一位普通市民，家里有2项宽带业务，其中一项在当时升级宽带套餐时送了一张流量卡，因为一直未使用，以致于弄丢了...,1641957626,58.246.141.*,已办理,已办理,未交办,0,0,云南省委书记王宁,求助,治安,PC浏览器,,,,,0,1,,,,,,,0,0,1642040460, 上海市,False,2022-01-12
6,12607977,5574832,4732,2,11.0,0,蒋***,农民工工资,我们3人于2020年9至2021年9月中旬在上海宝冶有限公司雄东片区A单元安置房及配套设施项目二工区12地段<label style=...,1641957607,39.144.86.*,已办理,已办理,未交办,0,0,雄安新区党工委书记张国华,投诉,就业,客户端,,,,,0,1,0.0,,,,,,0,1,1642128814, 北京市,False,2022-01-12
7,12604684,2620059,1163,1,4.0,0,相***,关于企业注册经营等情况,公司合伙人现在地处于上海和北京地区学习，公司处于未经营状态，根据工商注册等条例，目前处于这种情况是不是要纳入异常监管？,1641920646,36.112.185.*,办理中,待回复,线下交办,0,0,信阳市委书记蔡松涛,咨询,企业,客户端,,,,,0,1,,,,,,,0,0,1642054851, 浙江省 杭州市,False,2022-01-11
8,12604249,5573282,4643,6,7.0,0,W***,中山大学深圳校区,我和朋友一起，在中山大学深圳校区，由总包上海建工分包上海企筑装饰干得...,1641914897,117.136.12.*,已办理,已办理,未交办,0,0,光明区委书记,求助,城建,微信小程序,,,,,0,1,,,,,,,0,0,1642069812, 广东省 广州市,False,2022-01-11
9,12604041,4388409,597,5,7.0,0,真***,中国花卉博览园（银川）的建设维护问题,目前主要问题有：1、大部分省市的园林设计陈旧，设施老化损毁严重（比较典型的有上海园、深圳园等），有些已经成为垃圾，建议有关部门能够筹措...,1641913417,42.91.144.*,已办理,已一次评价,未交办,0,1,宁夏回族自治区党委书记梁言顺,建言,城建,PC浏览器,,,,,0,1,,,5.0,5.0,5.0,5.0,0,0,1641985339, 甘肃省 兰州市,False,2022-01-11
0,12603299,5088743,2383,6,7.0,0,W***,上海花园小区不供暖,领导你好，我是上海花园的业主，我们小区不给开地暖，可是周边比我们交房晚和入住率都没达到的都用上了地暖，就这里不能用，而且电车充电桩到现...,1641909265,39.148.103.*,已办理,已办理,未交办,0,0,兰考县委书记李明俊,求助,城建,微信小程序,,,,,0,1,,,,,,,0,0,1641959117, 北京市,False,2022-01-11
1,12601397,5571906,559,1,14.0,0,徐***,浙江今年会展开三支一扶的工作吗,浙江已经多年没有开展三支一扶了，我看江苏、上海都有三支一扶政策，不过那边都有户籍或生源限制。希望今年浙江能开展三扶一支工作，作为大学生...,1641899171,183.128.78.*,已办理,已办理,未交办,0,0,浙江省委书记袁家军,咨询,教育,PC浏览器,,,,,0,1,,,,,,,0,0,1642212016, 浙江省 杭州市,False,2022-01-11
2,12600959,5552189,943,6,7.0,0,O***,动迁办迟迟未与我家签约,本人是上海市黄浦区光启路92弄房屋承租人之子。父亲于2007年病故。现恰逢光启路92弄属于黄浦区傅家街地块旧城区改建项目，由<labe...,1641896590,61.173.79.*,已办理,已办理,未交办,0,0,黄浦区委书记杲云,求助,城建,PC浏览器,,,,,0,1,,,,,,,0,0,1642034287, 上海市,False,2022-01-11
3,12600075,4891949,876,5,6.0,0,W***,允许折叠自行车上地铁,比如上海，武汉和广州。我觉得大连应该也可以允许市民携带折叠自行车上地铁。,1641891725,202.118.103.*,已办理,已办理,线上交办,0,0,大连市市长陈绍旺,建言,交通,微信小程序,,,,,0,1,,,,,,,0,0,1641956742, 辽宁省 大连市,False,2022-01-11
4,12600034,5491783,957,2,14.0,0,T***,求助关于高顿教育退费,本人于2020年9月25日购买上海高顿教育科技有限公司“CFA&amp;FRM金融雇主计划”课程，原价为52800，课程为期6年，本人...,1641891552,36.17.233.*,已办理,已办理,未交办,0,0,虹口区委书记郭芳,投诉,教育,PC浏览器,,,,,0,1,0.0,,,,,,0,1,1641966890, 浙江省 杭州市,False,2022-01-11
5,12599879,5570422,969,2,4.0,0,战***,建融家园不给退押金也不让正常居住,领导您好，我是在上海一打工人，我要说的是租房问题。,1641890967,117.143.126.*,已办理,已办理,未交办,0,0,松江区委书记程向民,投诉,企业,手机浏览器,,,,,0,1,,,,,,,0,0,1641983446, 上海市,False,2022-01-11
